2.578263878822326660e-01,6.586197614669799805e-01,8.198076940035736726e-02,5.160419586469328079e-02
3.489304482936859131e-01,3.792381882667541504e-01,7.405103501521455023e-01,7.136537770753437204e-01
1.394533067941665649e-01,1.658760756254196167e-01,6.082968332171471149e-01,5.525242375510098780e-01
1.307414025068283081e-01,1.697598993778228760e-01,6.058038437927293351e-02,5.456585296602040058e-02
3.931948542594909668e-01,5.700695514678955078e-01,2.222655565942733835e-01,1.715281538431421837e-01
2.095856517553329468e-01,2.147121131420135498e-01,3.669819097271547204e-01,3.158822311249844805e-01
8.957353979349136353e-02,2.455317080020904541e-01,5.014760456004275779e-01,4.685152279258297803e-01
1.225739479064941406e+00,1.306831836700439453e+00,5.170339858710711889e-01,4.637597408867915050e-01
5.118576809763908386e-02,6.724061071872711182e-02,7.329406466160122147e-01,7.012860493690662445e-01
2.176809161901473999e-01,2.354218810796737671e-01,6.653463449162766441e-02,5.874712143427313071e-02
2.878935635089874268e-01,3.438646495342254639e-01,3.524356638233412942e-01,3.355609852412579364e-01
3.538367524743080139e-02,3.835458680987358093e-02,9.279672246333553476e-02,7.746416094774344341e-02
2.544892579317092896e-02,2.786963582038879395e-01,7.046512980076996557e-01,6.323798921924616012e-01
8.000134229660034180e-01,8.105875253677368164e-01,5.977554342012769695e-02,5.323051245104809537e-02
5.324699282646179199e-01,5.519644021987915039e-01,1.965024908688562943e-01,1.880099738427313816e-01
9.014971852302551270e-01,1.039884209632873535e+00,3.486763139291455538e-01,3.232968874197125198e-01
2.435942888259887695e-01,2.465935796499252319e-01,3.104844750449283208e-01,1.219801260879099791e-01
1.972826272249221802e-01,2.011322379112243652e-01,7.090218384100552829e-01,6.251228881687481698e-01
8.237652480602264404e-02,9.107174724340438843e-02,9.174346320471099547e-02,8.568812709716722154e-02
7.221862077713012695e-01,7.784108519554138184e-01,6.463338761176882219e-01,5.513005382399994714e-01
8.594948798418045044e-02,1.166362464427947998e-01,5.736666213117221913e-01,4.578534616121722189e-01
5.878958702087402344e+00,6.642983436584472656e+00,5.164161513828108285e-02,3.008630350862351310e-02
6.551156193017959595e-02,8.791384845972061157e-02,8.691481032445547150e-03,4.782472562620543322e-03
1.010387688875198364e-01,1.158832386136054993e-01,4.638491317573817385e-02,4.130880249793061898e-02
2.162335872650146484e+00,2.179947614669799805e+00,5.000737234748210414e-01,3.668260357223246948e-01
8.558378368616104126e-02,1.141883134841918945e-01,6.128142235308339236e-01,5.572089667435217164e-01
6.245107650756835938e+00,6.300265312194824219e+00,3.174361462465050687e-01,2.937957029644808760e-01
1.875545978546142578e-01,1.929944604635238647e-01,6.296873472700628138e-01,5.921784548838500140e-01
2.088384866714477539e+00,2.092470407485961914e+00,4.745119688740351283e-02,2.247692001207790558e-02
1.437942087650299072e-01,3.492467701435089111e-01,7.146308100027554122e-02,5.380510085880746418e-02
1.169038191437721252e-01,2.354138195514678955e-01,6.089440286372074240e-01,5.290574088107936612e-01
2.479200124740600586e+00,2.732425928115844727e+00,6.050024610164521643e-01,5.708183526182293299e-01
4.128482043743133545e-01,4.597293138504028320e-01,2.816569054474140632e-01,1.814215781614996748e-01
5.825690627098083496e-01,7.178606986999511719e-01,6.955925491463936794e-01,6.388906844249421235e-01
1.711981058120727539e+00,1.948636889457702637e+00,7.371237925773179711e-01,7.208743806646495944e-01
6.895548105239868164e-01,6.952208280563354492e-01,7.319942331252032863e-02,5.453406348487183086e-02
3.103770315647125244e-01,3.243589699268341064e-01,8.091656263250144310e-01,7.651850941265219141e-01
1.467367529869079590e+00,1.494402408599853516e+00,1.955155579707874569e-01,1.609146888538573461e-01
3.874586820602416992e+00,4.390620231628417969e+00,7.041916915762995721e-01,6.138587322583979322e-01
1.344318866729736328e+00,1.353339910507202148e+00,6.716639679432755416e-01,6.550587372758097660e-01
2.241318970918655396e-01,3.714090585708618164e-01,2.865983265010562664e-01,1.791952968262434664e-01
1.239803507924079895e-01,1.683533787727355957e-01,7.345350993218702218e-01,6.627096796154102742e-01
1.278653740882873535e-01,1.504274010658264160e-01,3.272793542667850608e-01,2.135102074849782872e-01
9.464200139045715332e-01,1.056868195533752441e+00,2.723045201403175297e-01,2.237264165126789384e-01
6.186642870306968689e-02,6.911138445138931274e-02,2.214336079058045192e-01,1.369528280801537989e-01
5.898179411888122559e-01,6.221131086349487305e-01,3.257749408728201068e-01,3.008423600504990247e-01
7.041951417922973633e-01,7.707043290138244629e-01,1.527625522774810896e-01,1.145487750030333429e-01
7.249718666076660156e+00,8.828731536865234375e+00,6.208336600423413065e-01,5.907807710110959398e-01
1.880355179309844971e-01,2.144247740507125854e-01,6.581241916949911452e-01,6.049667597525244522e-01
3.114744089543819427e-02,3.368549048900604248e-02,6.753448341271446331e-01,5.859702305727159111e-01
3.208954334259033203e-01,3.745588660240173340e-01,6.932146747346377147e-01,6.175120213625814314e-01
2.365465275943279266e-02,2.969161421060562134e-02,5.621907539384212171e-01,5.407855906411781488e-01
1.458530426025390625e+00,1.474491715431213379e+00,3.931883701667116537e-01,3.341487935940947729e-01
1.099427491426467896e-01,2.131532132625579834e-01,5.474080941198653516e-01,4.137159439194551536e-01
2.856004476547241211e+00,2.861650228500366211e+00,6.155234537429700170e-01,5.651583293067474756e-01
4.944940283894538879e-02,5.017296671867370605e-01,4.020559055735395404e-03,3.779489958381898607e-03
2.266385108232498169e-01,2.770752310752868652e-01,8.550231910832206683e-01,8.173058867293607754e-01
3.150385916233062744e-01,3.346935212612152100e-01,5.563324964058252720e-01,3.820411121431632195e-01
1.913333684206008911e-02,2.348191477358341217e-02,1.189639286033866705e-02,1.117399326829493500e-02
2.928635597229003906e+00,2.954391241073608398e+00,4.676161671589845747e-01,4.303009981243988147e-01
3.979045897722244263e-02,6.509730219841003418e-02,7.923354339708839067e-01,7.699784999898235949e-01
1.552201509475708008e+00,1.575914144515991211e+00,3.658772731369308584e-01,3.256864933118386318e-01
3.312143087387084961e-01,3.712896406650543213e-01,6.397117122926161414e-01,4.923557534959277504e-01
