"","V1","V2","V3","V4","V5","V6","V7"
"1",4.12577414604352,5.54487677361678,0.010649365823008,0.00283939278152168,2.09622155338098,1.82234962812428,0.0849474471883833
"2",4.02706845972158,5.02124399059563,0.00589604463024185,0.00253491837686287,1.03244047893328,0.720776155755544,0.671290378306444
"3",7.84366031787859,10.1346711902876,0.00184742211817768,0.000577352017154198,2.76885683571067,2.02743301975683,0.00699253459094773
"4",5.92288993768543,7.8186382917151,0.00935545721059394,0.00245523713901863,1.45807006375649,2.06857253753499,0.295598327288754
"5",4.72563307767168,6.32273711517538,0.0178880075094289,0.00697507701739963,1.78466564450209,1.92433240563616,0.0387128136241747
"6",4.65058645526271,6.10798348213536,0.0088586399105039,0.00198728739268567,1.47682803812405,1.30033527654997,0.127206183308044
"7",6.64824579725183,8.62464023644098,0.0176579656526922,0.0057265130148651,1.05205840952427,2.162666449925,0.179997130219187
"8",5.71895868314382,7.59487632585407,0.0274125479194943,0.0091355395377466,0.716079114777453,1.08047840103564,0.0351660103220084
"9",6.69230662828226,8.07804452935145,0.00580191802275065,0.00236395345761947,0.947929380837118,1.18495693522987,0.0699878821172877
"10",5.12737246187314,6.94707535144892,0.0197552467306455,0.0096844540872334,1.6485521282871,1.63387938704888,0.730054102138116
"11",7.26347935820264,9.61735672407061,0.0048283102473593,0.000906414442866654,-0.726602765380848,2.29003797587994,0.0502314165334973
"12",7.27982214248052,10.2572534297767,0.025207047738249,0.00979907537177754,1.5254755444611,1.77593842643849,0.532166894234468
"13",3.44082340013889,4.74581549813496,0.0333884336019212,0.0134332974514295,0.183901710476673,1.58742945284112,0.34477436997404
"14",12.45620044292,18.0731338226445,0.00767995070183985,0.00170168649675545,2.16804762702405,1.96350509901315,0.680485777955608
"15",9.11476624391038,12.0591941795698,0.00819631106785346,0.00232011235017465,0.279747288333548,1.46868964761135,0.0412663599627022
"16",2.67237693087828,3.61173576900539,0.0176493836514657,0.00566574661517094,3.14328007268015,1.01316999962685,0.115779130154446
"17",4.25199118259703,5.51473338216719,0.0113447317283999,0.00351620242252759,0.64600397794552,1.57274623293986,0.670584602331045
"18",7.56024237028374,10.6885198182258,0.0141312241567195,0.00364890143868296,2.26918231957045,1.78629064591203,0.674091397269321
"19",4.68378275790543,6.26519932319824,0.0376000796329587,0.0134776800184008,-0.352790267074286,0.828948387635199,0.606545085596084
"20",2.0101548120078,3.18256388126913,0.0185126772071769,0.00742298058959645,0.279780058189347,0.93014703877262,0.262585530664458
"21",3.38938594304871,4.32922748774421,0.053214010637221,0.0257885037195771,0.718883352979664,1.0399059092674,0.0625768676172451
"22",2.1799280927777,3.12049310849002,0.0283926025631688,0.0130397177605769,1.33892815333234,2.18579838738456,0.187924194094364
"23",12.1719020317475,14.605468909958,0.0077283680908492,0.00193762175211376,1.19668987373572,1.57005510347025,0.322822646944337
"24",14.3348625430184,18.5574080661463,0.0100903346145005,0.00211484373313486,2.1009794786966,1.73984095025087,0.38664624083099
"25",6.56773482149471,8.5751642695861,0.00410275605817922,0.0010887135657387,0.70468876614211,1.41066600438204,0.736096823319446
"26",5.23357221169827,7.27582381255444,0.0198061342708373,0.00610629807004781,1.43541607307807,1.89035669238043,0.210117244474077
"27",3.03693174544135,4.29644476304433,0.0226047658081082,0.00825338751514998,1.26299012107251,1.27720180857294,0.680295939018479
