1.187985241413116455e-01,3.594780564308166504e-01,7.594920041572211789e-02,2.953742464775893639e-02
2.269653975963592529e-01,3.085974752902984619e-01,6.902914856124723331e-01,5.898877100447101895e-01
3.499593257904052734e+00,3.982853651046752930e+00,6.263414835792062707e-01,5.731142796347892254e-01
4.577599838376045227e-02,6.227049231529235840e-02,7.073307685630058073e-01,6.811034687761146067e-01
1.500396430492401123e-01,1.564649939537048340e-01,5.147080846837335244e-01,4.426205109369457658e-01
5.975245833396911621e-01,6.687147021293640137e-01,2.580731561839941235e-01,1.688319544556319274e-01
1.135723590850830078e-01,2.846135497093200684e-01,3.224863999890154043e-01,2.315934742129984181e-01
1.470631718635559082e+00,1.803067922592163086e+00,7.652813480576797778e-02,4.545779023112839212e-02
8.438627719879150391e-01,9.714702367782592773e-01,2.423781468340976408e-01,1.493723094904179094e-01
6.504212319850921631e-02,2.060869038105010986e-01,1.331410569812794265e-01,8.197770270324478137e-02
2.131542265415191650e-01,2.788864970207214355e-01,5.364258729166492268e-01,4.280077291663312300e-01
6.680083274841308594e-02,2.777032852172851562e-01,6.411602960890959713e-01,4.933679786379598364e-01
1.587192058563232422e+00,1.673051834106445312e+00,6.494720829128314277e-01,5.830345292483618547e-01
1.151673048734664917e-01,1.222867891192436218e-01,5.658515403259554155e-01,4.922060212833114234e-01
1.273317635059356689e-01,1.359095126390457153e-01,5.160706092025257874e-01,4.712405228246233091e-01
3.181890547275543213e-01,3.324538171291351318e-01,6.605759297894713278e-01,5.887043681925876459e-01
1.124416589736938477e+00,1.129387974739074707e+00,6.082518568197966546e-01,5.558232531552418365e-01
2.713630199432373047e-01,4.186945557594299316e-01,6.786917943776600293e-01,6.196615992136260687e-01
1.727306395769119263e-01,2.023919075727462769e-01,2.336627866232043882e-01,1.476429257471963408e-01
1.002535745501518250e-01,1.047001853585243225e-01,3.569023514687336696e-01,2.373221957293889517e-01
2.495085954666137695e+00,2.665872573852539062e+00,2.619259937626270407e-01,1.831871161664928027e-01
2.870467603206634521e-01,3.303430080413818359e-01,6.734559422959562891e-02,6.376216919068533606e-02
3.692228496074676514e-01,4.717425704002380371e-01,6.861530604872129180e-02,5.371743308192539201e-02
3.801172226667404175e-02,1.000591665506362915e-01,2.301250853234424465e-01,1.492341982079602447e-01
8.812823891639709473e-02,9.470175206661224365e-02,5.143848716124507225e-01,3.197644339257912360e-01
6.503116339445114136e-02,1.158450394868850708e-01,6.216693087646878446e-01,5.805373002862761478e-01
1.881132602691650391e+00,2.183423042297363281e+00,7.701084810401730429e-01,7.132269540520257411e-01
1.670890152454376221e-01,1.870500892400741577e-01,3.497131065243765935e-01,2.961323911850172741e-01
5.961100384593009949e-02,6.620407104492187500e-02,2.118391446962858415e-01,1.636375021551250142e-01
7.373796403408050537e-02,1.479898542165756226e-01,6.054211744558966046e-01,5.357554433853762843e-01
1.307402849197387695e-01,5.386278629302978516e-01,8.421009301472731634e-02,7.182411248984277297e-02
3.638751804828643799e-01,3.985621631145477295e-01,4.712818265088453140e-02,3.352583230658112701e-02
2.164290100336074829e-01,3.746807873249053955e-01,6.501144702031551592e-01,6.055599922075074470e-01
1.547500342130661011e-01,1.936394721269607544e-01,5.808741218978099585e-01,5.428120861042866618e-01
1.106298446655273438e+00,1.177977204322814941e+00,2.284236005515047907e-01,2.131778186212226478e-01
1.428791582584381104e-01,1.807657182216644287e-01,6.410666790578000152e-01,5.657641741061290031e-01
7.668518275022506714e-02,8.925456553697586060e-02,3.890059431086470010e-01,2.783134371056424361e-01
3.810849189758300781e-01,3.867191672325134277e-01,2.677483911174812770e-01,2.077133580496496323e-01
1.886226981878280640e-01,2.351404726505279541e-01,3.615771151760055480e-02,1.863056144498831390e-02
1.660948097705841064e-01,1.834914386272430420e-01,6.571036826473414250e-01,5.942523083319941613e-01
1.782185882329940796e-01,1.946259140968322754e-01,2.673173743045019757e-01,2.030964350469219304e-01
2.250864058732986450e-01,2.919220328330993652e-01,6.067238866327443469e-01,5.802482201666945283e-01
3.264924287796020508e-01,4.047723114490509033e-01,5.419655582133847682e-01,5.123538776881091383e-01
7.862481474876403809e-02,8.731857687234878540e-02,1.353740453073159489e-01,9.923949527053954611e-02
2.957957386970520020e-01,3.995423614978790283e-01,4.198724780338888851e-01,2.553386172330549542e-01
1.193891406059265137e+00,1.379230022430419922e+00,7.322547687870707422e-01,6.836800280983261757e-01
2.146761417388916016e-01,2.481800615787506104e-01,7.455250616891850868e-02,3.642339574971453775e-02
4.204262793064117432e-01,4.562846720218658447e-01,2.858929291852253529e-01,2.637594467150699007e-01
6.248101964592933655e-02,7.175154983997344971e-02,7.145754254922632720e-01,5.717103849653014658e-01
3.379477560520172119e-01,3.875589966773986816e-01,5.417569058086475486e-01,4.925755206983215007e-01
1.134587287902832031e+00,1.234005570411682129e+00,6.594484661765003253e-01,5.913631269696679738e-01
1.066472530364990234e+01,1.134451007843017578e+01,1.319881618337240825e-01,8.948084949142359745e-02
7.939708232879638672e-02,9.640383720397949219e-02,6.796192537577329107e-01,5.600438819848877481e-01
6.634843349456787109e-02,1.538699418306350708e-01,5.550951256197461658e-01,4.721110538823592440e-01
3.511184453964233398e-01,5.526641011238098145e-01,4.983502666100764755e-01,4.265115241732944096e-01
3.648447394371032715e-01,4.587562680244445801e-01,5.927587143326166208e-01,5.409643744359161621e-01
1.173090100288391113e+00,1.289749383926391602e+00,1.591503740312094628e-02,1.238788873565155324e-02
2.475045770406723022e-01,3.057030141353607178e-01,2.323701552738042242e-01,1.680526073071805793e-01
2.151072263717651367e+00,2.403504610061645508e+00,2.947233650227946145e-01,2.391261151764420556e-01
1.827093839645385742e+00,1.964357733726501465e+00,6.292807873762301663e-01,5.341573055969812689e-01
1.930681467056274414e-01,3.227488696575164795e-01,3.465464593187946307e-01,2.581593118469746595e-01
9.393679350614547729e-02,2.675776183605194092e-01,7.686460172886364628e-01,7.153039209291744971e-01
7.345528602600097656e-01,8.685612082481384277e-01,7.562830063941333725e-01,6.681725870808900014e-01
