9.999999978565335956e-01,2.872739938580686214e-01,1.024277173569477783e-01
9.993987110640349947e-01,1.305835911229309421e-01,5.224106123691285575e-06
9.993057955356513533e-01,7.314774468297646770e-03,5.957526007294156045e-05
9.999908016986214232e-01,7.614808041940535066e-03,7.408270796782634449e-04
9.998755282911626630e-01,6.395623213456547163e-04,1.289207789360036216e-04
9.999946248817104255e-01,1.643878588279751307e-02,8.140390523905749465e-03
9.999999763114575391e-01,2.563178791862275041e-02,5.045801156381035657e-03
9.998603317903937970e-01,6.180795705519676053e-02,1.839653986384637285e-04
9.999999877124738923e-01,1.017623694343883223e-03,1.440646166184222920e-05
9.999999386742930430e-01,9.723585100501197509e-04,1.771436507598256327e-03
9.999999999427712227e-01,2.985003600819324809e-03,3.517037345357465483e-06
9.999985924075781574e-01,5.018431046103388748e-03,6.429362399925531157e-03
9.999996149726877448e-01,7.437993662899133884e-02,2.899829193459546595e-04
9.997997094510109317e-01,1.424561598524221040e-04,2.387520769470130588e-05
9.995042741236412898e-01,2.082075835740326841e-03,7.661487298378127919e-02
9.999999497068656762e-01,1.301759505809574335e-04,8.765428037686984197e-03
9.999934901129486908e-01,1.856449243248237124e-05,8.892801385474935483e-03
9.999996548372316330e-01,5.874480615811750184e-04,1.104938429434543234e-03
9.999820707787028251e-01,6.943345447538162851e-04,1.303388047236531122e-02
9.999993887621635436e-01,1.169129393730550803e-01,8.814721411449788491e-04
9.999999276142215177e-01,2.287554190924427910e-01,6.862197671635927865e-03
9.999999805922912266e-01,1.150268593693548613e-02,9.551488268459806807e-03
9.999781531554323699e-01,2.560194311952163071e-02,1.177677472616045495e-03
9.999926451211851308e-01,1.736536274623107223e-02,1.191093230616613319e-03
9.995314790834320950e-01,6.564201730012492186e-02,1.026205817142189503e-03
9.999999648530633056e-01,2.975628213499575958e-02,4.985106214898338273e-03
9.999799326516241038e-01,3.666325830624428406e-03,6.490379425547829761e-01
9.999016229270488720e-01,2.955051094289395941e-04,5.982306071531273695e-03
9.996674863377054132e-01,3.306333869472988241e-02,2.377178672786639524e-04
9.999305388229801084e-01,3.478606862690211132e-01,2.689226478702622103e-05
9.997754896588111340e-01,7.786966764443681299e-04,5.528676650440322859e-05
9.999999996118549284e-01,1.036536275593482048e-01,8.756876143101166576e-07
9.999999986478610436e-01,9.896964615854264569e-03,1.018740049165112183e-02
9.999973456465902633e-01,4.569292772656552426e-02,1.351078125710891698e-06
9.999999956228065034e-01,3.305173629560625992e-02,3.437279631040768280e-02
9.999995519112986342e-01,3.509449822691745879e-06,5.668573804129550808e-06
9.999999438968796284e-01,8.153810911440406706e-04,9.947207951482850419e-05
9.999837681006897849e-01,5.641421471664820331e-02,2.078016155695472378e-04
9.999836370703762967e-01,2.733743845995340038e-03,1.609173938325775266e-02
9.999997403735096935e-01,1.139136917230665347e-03,3.389024591499145700e-05
9.999951763997956267e-01,3.439860656513360482e-04,1.038010508456976844e-03
9.999961252883329266e-01,2.818298186669565553e-03,8.422308669838174389e-04
9.999958979841593321e-01,2.951808732605293306e-02,2.839795800075095578e-03
9.999999169675815036e-01,2.208804318757973117e-02,8.068598890057898654e-02
9.999303084770350125e-01,2.119107954167698260e-04,1.057748728665480753e-02
9.999357893909104344e-01,1.402877678634311120e-01,3.008234909461393602e-03
9.977988894831230082e-01,4.016071453728534690e-01,1.446186158093887286e-05
9.999773064812558232e-01,4.394765559924740383e-03,2.739610656221636020e-06
9.988528474550375513e-01,4.706041818233369645e-02,3.202786640154720033e-03
9.999927533540595714e-01,1.496407283312023440e-02,1.762532822685569656e-05
9.999920676968816480e-01,1.193087839643685033e-01,2.965905370400256924e-03
9.999943985877322028e-01,1.456407925238799028e-01,2.688009051359302459e-02
9.999999966906444326e-01,2.563349613205290201e-02,3.066499524817523081e-05
9.999904611778707153e-01,9.463323164620729422e-04,4.897675861946226838e-04
9.999999776320720457e-01,5.867557775786069740e-04,1.432800554857505126e-04
9.999923167876805241e-01,1.370557102325414278e-01,1.731850969958870223e-03
9.999994840059360790e-01,7.530630200426613463e-02,1.450930944202344364e-05
9.997354557848610046e-01,2.092465129050768979e-02,8.155399796231921350e-04
9.999999500415095444e-01,4.240133753943203798e-02,9.258680721570322625e-03
9.999878059839462097e-01,1.535306441727690707e-02,1.223029980259582317e-03
9.999994511153497134e-01,1.251418415644888205e-01,5.676735020183620861e-04
9.999979418285421806e-01,2.518549676416848015e-05,1.986659542598023798e-03
9.999990658258418597e-01,1.983323145098565554e-01,4.048696540951968181e-03
9.999998827953242575e-01,4.623658418435178108e-02,1.081958875041644230e-03
9.999999991235067887e-01,3.258828765143162443e-03,3.458351011905824723e-02
9.999929604785611215e-01,1.932413017214085205e-03,7.235528305919303182e-02
9.999997903877472227e-01,1.561369503746425358e-01,8.866992497539860629e-04
9.999849751248843788e-01,1.703956773608877873e-02,1.605330624829315322e-03
9.999993781851240771e-01,5.308858143559708198e-02,5.055469738985851613e-03
9.999889837011403104e-01,6.281538944085957032e-02,2.745972867845836163e-05
9.999994819860298367e-01,3.320382102105501332e-04,5.255547528916937328e-03
9.999999892490134545e-01,1.708361269725511278e-05,1.001631787664325479e-04
9.999959054304730088e-01,6.730438559843071600e-02,3.568368985385594883e-03
9.999994928209273715e-01,2.606410833747629940e-03,6.949240055681427108e-05
9.999494025618204107e-01,6.573289623196143516e-03,1.015447754239562350e-04
9.999898619991963722e-01,4.709322638897800450e-02,9.322347702678257519e-07
9.999825191074602770e-01,2.981662200271236740e-01,2.575361236594408965e-03
9.996118471434725095e-01,2.328718707499383145e-02,1.632938816459983400e-03
9.999987870323250316e-01,3.333271767889944837e-03,1.431311417886937942e-03
9.999957572693218832e-01,3.513694449421594923e-02,2.162591593363882847e-02
9.999999995974684364e-01,6.264337455896828999e-05,1.049210472901518365e-04
9.999636334357622225e-01,6.021490881138125140e-03,3.729666203060588714e-04
